13,29
52,69
2,21
5,14
56,67
70,47
19,5
59,52
52,43
20,11
26,5
25,6
29,47
63,52
27,53
29,1
20,19
1,31
23,4
11,27
29,13
15,0
18,11
43,2
69,57
35,5
31,65
13,3
28,61
69,55
26,59
9,22
12,25
20,3
15,27
19,28
3,3
69,60
32,59
3,25
68,63
37,53
7,29
41,3
49,39
7,21
55,60
59,47
62,57
7,32
65,43
50,63
41,7
17,2
32,55
13,27
55,52
4,11
67,59
53,49
63,69
49,57
15,21
27,15
30,63
18,5
16,41
5,25
47,45
11,37
34,13
54,55
17,13
60,45
27,3
23,8
41,4
7,31
29,41
25,67
46,41
33,1
27,61
5,15
47,55
8,19
7,15
63,57
39,7
66,61
1,6
4,29
43,70
32,3
58,63
67,55
29,70
15,31
5,31
12,15
3,4
7,11
57,57
37,65
66,47
69,59
49,41
22,13
17,22
57,63
51,63
29,50
67,70
8,29
29,45
47,56
33,59
23,21
26,65
27,57
37,67
3,9
49,67
38,7
29,14
23,19
47,57
60,67
15,24
21,19
9,38
68,45
50,53
25,66
7,5
5,34
19,1
54,67
35,68
19,7
11,5
33,13
37,1
39,4
31,68
65,54
7,37
22,67
47,69
19,10
4,5
21,7
53,68
5,12
31,53
17,6
29,61
33,69
11,9
31,69
43,59
9,35
62,55
66,65
28,47
25,56
3,36
45,69
39,66
33,5
23,7
30,1
1,22
3,29
41,67
9,27
58,47
53,48
19,2
19,3
62,65
5,1
1,17
59,64
3,1
29,5
56,47
30,57
63,68
7,9
37,64
0,3
7,8
34,9
43,65
13,21
7,36
41,9
17,21
51,47
41,58
37,9
65,65
50,69
7,14
13,11
13,9
5,28
41,69
7,3
46,53
15,4
2,19
1,3
63,66
61,70
47,51
32,43
37,3
23,67
43,61
11,39
35,0
49,58
57,49
3,37
67,65
54,57
5,5
41,1
15,29
9,47
39,63
51,43
1,25
33,67
43,60
67,49
30,53
65,50
63,62
62,51
10,33
52,55
41,57
33,57
8,9
44,65
29,52
31,45
9,8
43,56
11,6
1,7
44,63
22,9
25,8
27,54
47,60
61,67
5,11
47,47
59,65
51,55
45,55
5,20
57,60
45,60
57,67
36,5
53,55
45,62
6,17
21,21
48,63
9,33
60,59
55,57
65,37
24,59
17,23
13,19
59,56
61,51
53,50
21,3
31,60
29,43
34,7
19,25
67,57
31,55
2,7
27,2
5,18
11,3
33,58
31,67
6,23
52,61
17,35
15,13
42,65
67,50
41,63
61,57
42,53
57,61
9,24
15,28
4,37
9,5
67,56
55,59
3,47
45,57
3,15
65,59
28,53
55,49
62,49
63,64
47,41
65,62
29,3
32,51
10,31
33,54
23,13
28,5
65,68
23,31
15,25
4,15
32,47
30,55
1,9
1,1
67,63
47,64
68,67
27,5
15,3
45,67
27,63
5,23
1,24
47,43
29,63
51,48
25,15
27,65
12,29
1,23
41,65
45,61
3,39
40,63
43,63
41,64
3,33
57,54
7,17
27,9
47,39
39,3
43,69
15,7
11,26
29,67
42,67
1,42
57,65
45,59
9,7
47,46
47,38
33,49
69,51
6,43
63,45
33,63
5,10
35,55
31,57
22,11
37,5
1,29
6,27
51,65
16,37
35,65
24,69
43,5
53,67
43,68
1,19
19,32
49,45
52,65
36,11
9,9
35,49
39,5
7,35
65,63
35,3
31,64
21,15
27,69
29,15
67,64
30,61
25,65
13,1
21,16
9,0
1,12
41,52
37,10
59,67
13,5
33,51
11,15
23,9
7,39
18,15
5,3
56,55
31,50
37,7
33,55
37,61
59,61
52,59
23,49
69,66
29,11
31,3
9,10
5,9
43,9
17,30
45,66
5,41
32,45
22,5
11,30
57,50
25,62
14,13
56,63
65,64
28,57
29,66
54,61
61,53
17,17
34,61
43,67
57,47
14,25
5,39
23,6
55,48
27,8
25,63
50,61
63,60
9,21
65,47
10,23
4,7
23,63
21,11
49,38
6,7
31,51
36,67
20,13
15,17
45,44
39,45
55,65
19,16
32,7
11,20
58,69
53,63
33,7
4,19
35,63
49,53
29,59
68,57
1,2
5,21
50,45
60,51
32,65
49,43
28,43
23,69
13,14
11,25
61,69
58,53
65,66
33,56
25,17
50,39
59,48
38,3
15,14
23,3
0,25
30,67
65,61
42,3
42,9
63,51
24,3
15,1
9,4
9,17
9,18
19,17
67,47
21,2
65,42
45,54
21,9
68,49
51,59
29,65
53,44
53,69
7,1
5,33
7,25
67,60
25,61
65,51
48,69
29,48
25,11
11,2
17,12
27,68
59,53
69,62
17,25
41,5
3,32
1,10
63,48
20,7
44,51
63,53
53,61
2,31
70,43
44,11
5,44
9,14
53,53
55,69
15,10
69,67
15,32
13,20
9,19
13,15
61,62
13,6
33,9
5,13
35,67
11,13
67,51
1,5
15,20
29,53
8,15
42,63
17,16
3,8
13,23
53,43
13,4
17,4
61,59
15,22
7,33
41,10
15,18
52,57
13,18
5,35
3,35
50,67
51,57
52,51
9,2
1,37
51,45
13,13
22,1
55,58
19,9
55,64
46,67
54,45
35,1
7,34
68,47
33,65
59,63
49,66
11,29
3,19
63,49
35,48
17,20
55,51
46,69
10,11
31,1
4,23
67,68
47,67
19,18
1,13
56,69
67,52
47,53
25,2
42,59
3,45
37,8
54,39
30,47
49,59
29,69
7,19
3,2
11,23
28,63
17,5
31,40
20,5
61,46
10,13
17,11
7,38
49,36
34,3
40,67
2,35
21,1
63,65
10,29
27,56
17,3
5,37
17,24
44,55
33,45
9,42
17,19
27,51
23,5
16,9
6,41
47,65
1,21
2,29
31,49
29,58
38,63
59,58
61,54
3,23
25,64
63,67
59,49
41,61
69,47
51,64
34,69
7,4
12,11
49,69
56,51
51,44
45,58
17,9
43,57
13,28
12,1
43,7
53,65
41,68
23,11
53,57
67,69
66,57
25,5
31,5
41,6
47,61
3,31
24,17
15,11
9,6
40,1
43,8
25,53
9,31
7,23
9,25
1,11
12,23
9,37
13,2
57,51
31,47
55,43
61,49
41,53
33,42
30,15
51,69
70,69
21,17
31,7
67,58
55,63
33,3
50,41
3,11
17,1
66,53
2,27
40,61
2,17
32,49
53,51
63,55
1,33
27,62
61,65
10,17
4,33
51,56
61,63
18,29
11,21
59,69
13,41
25,4
27,31
61,60
33,53
45,41
53,47
3,21
65,69
55,46
63,61
12,33
23,24
55,55
27,11
23,53
13,17
25,1
65,57
59,66
7,13
70,57
29,40
5,2
5,29
11,19
47,62
19,13
9,26
35,46
5,7
25,7
15,26
19,8
15,19
37,2
25,3
49,61
14,9
25,13
67,45
51,52
15,5
5,19
8,27
33,47
63,38
47,49
4,41
30,45
49,63
64,55
57,66
11,8
2,5
67,67
29,55
51,53
30,7
69,65
7,7
69,69
49,56
28,1
2,45
3,24
5,0
33,52
25,55
21,34
45,51
5,17
65,67
37,49
35,11
6,39
48,59
57,69
16,13
39,8
12,9
49,54
34,1
17,7
50,59
64,45
34,45
7,16
30,5
69,63
15,23
49,51
49,55
6,33
11,4
39,1
13,7
35,47
15,15
29,49
14,29
69,49
35,7
28,59
9,40
64,51
5,27
0,15
32,69
51,67
27,55
28,7
36,63
53,54
57,59
23,61
62,69
61,61
1,18
24,63
1,15
45,68
61,47
48,67
53,66
34,59
39,61
6,21
65,53
19,21
59,51
57,55
53,41
24,11
54,51
21,5
39,57
55,53
7,24
59,46
19,15
47,48
15,2
63,63
61,42
9,29
64,59
23,15
7,27
31,59
9,1
27,59
59,50
23,20
11,1
46,57
63,58
2,11
48,43
3,41
2,15
39,6
67,61
1,27
33,4
39,65
38,67
6,11
16,7
15,16
3,26
8,31
1,38
59,60
69,54
23,0
43,58
17,15
65,49
61,56
6,5
6,25
43,12
38,59
17,18
43,49
28,65
34,49
9,39
62,43
22,61
65,44
53,45
32,5
12,21
11,16
3,17
59,55
41,0
59,68
65,55
62,47
5,30
3,42
34,65
30,11
4,39
19,26
27,13
64,47
9,15
69,61
35,45
49,47
0,35
59,57
30,43
8,21
53,62
25,9
55,61
32,1
49,65
6,1
36,65
